Country,Year,Temperature,Precipitation
Henderson Isl,2003,22.8,1949.4
Henderson Isl,2004,22.4,1697.5
Henderson Isl,2005,22.5,2551.1
Henderson Isl,2006,23.2,1681.0
Henderson Isl,2007,22.9,2160.4
Henderson Isl,2008,22.8,1427.3
Henderson Isl,2009,22.8,1721.4
Henderson Isl,2010,22.9,1384.6
Henderson Isl,2011,22.9,1187.8
Henderson Isl,2012,22.6,1926.5
Henderson Isl,2013,22.4,1681.5
Henderson Isl,2014,22.7,1563.4
Henderson Isl,2015,22.6,1945.7
Henderson Isl,2016,22.8,2028.6
Henderson Isl,2017,23.2,1587.5
Henderson Isl,2018,23.1,1883.0
Henderson Isl,2019,22.3,2677.0
Henderson Isl,2020,22.9,1678.5
Henderson Isl,2021,23.3,1682.3
Henderson Isl,2022,22.9,1779.4
Henderson Isl,2023,22.9,1795.9
Henderson Isl,2024,22.6,1617.5
Honduras,1901,24.1,1923.4
Honduras,1902,24.3,1923.4
Honduras,1903,24.3,1923.4
Honduras,1904,24.2,1923.4
Honduras,1905,24.2,1923.4
Honduras,1906,24.0,1923.4
Honduras,1907,24.1,1923.4
Honduras,1908,24.1,1923.4
Honduras,1909,24.2,1923.4
Honduras,1910,23.6,1923.4
Honduras,1911,24.1,1923.4
Honduras,1912,24.2,1923.4
Honduras,1913,23.9,1923.4
Honduras,1914,23.9,1923.4
Honduras,1915,24.0,1923.4
Honduras,1916,24.0,1923.4
Honduras,1917,24.2,1923.4
Honduras,1918,24.3,1923.4
Honduras,1919,24.1,1923.4
Honduras,1920,24.1,1923.4
Honduras,1921,24.1,1923.4
Honduras,1922,24.3,1923.4
Honduras,1923,24.2,1920.3
Honduras,1924,24.1,1924.8
Honduras,1925,24.1,1922.2
Honduras,1926,24.2,1923.8
Honduras,1927,24.2,1924.1
Honduras,1928,24.2,1924.7
Honduras,1929,24.3,1925.2
Honduras,1930,24.0,1924.0
Honduras,1931,24.0,2006.4
Honduras,1932,24.2,1954.4
Honduras,1933,24.2,1935.1
Honduras,1934,24.0,1848.4
Honduras,1935,24.1,1762.4
Honduras,1936,24.4,2128.5
Honduras,1937,24.2,2035.7
Honduras,1938,23.8,1803.4
Honduras,1939,24.0,1791.0
Honduras,1940,23.9,1979.5
Honduras,1941,24.1,1975.5
Honduras,1942,24.0,2036.6
Honduras,1943,23.6,1900.6
Honduras,1944,24.0,1841.8
Honduras,1945,24.2,1971.1
Honduras,1946,24.2,1362.5
Honduras,1947,24.3,2014.7
Honduras,1948,24.2,2183.4
Honduras,1949,24.0,1603.1
Honduras,1950,23.6,1881.7
Honduras,1951,24.1,1677.4
Honduras,1952,24.2,2041.0
Honduras,1953,24.4,1821.8
Honduras,1954,23.7,2228.4
Honduras,1955,23.9,1957.6
Honduras,1956,23.8,1847.7
Honduras,1957,24.4,1785.4
Honduras,1958,24.7,1967.4
Honduras,1959,24.4,1790.1
Honduras,1960,24.2,2127.3
Honduras,1961,24.1,2113.5
Honduras,1962,23.9,2016.7
Honduras,1963,23.9,1838.2
Honduras,1964,24.1,1846.8
Honduras,1965,24.0,1757.5
Honduras,1966,23.9,2287.5
Honduras,1967,23.8,1622.9
Honduras,1968,23.7,2103.2
Honduras,1969,24.3,2320.8
Honduras,1970,24.0,2076.5
Honduras,1971,23.9,1538.8
Honduras,1972,24.4,1485.5
Honduras,1973,24.4,1739.6
Honduras,1974,23.8,1707.8
Honduras,1975,24.2,1611.8
Honduras,1976,24.0,1699.7
Honduras,1977,24.4,1622.5
Honduras,1978,24.2,2200.1
Honduras,1979,24.3,2509.1
Honduras,1980,24.6,2336.5
Honduras,1981,24.3,2467.2
Honduras,1982,24.5,2133.6
Honduras,1983,24.7,1902.3
Honduras,1984,24.1,2057.9
Honduras,1985,24.3,1634.4
Honduras,1986,24.4,1616.9
Honduras,1987,24.7,1620.6
Honduras,1988,24.6,2209.9
Honduras,1989,24.4,1826.6
Honduras,1990,24.5,2005.5
Honduras,1991,24.6,1733.8
Honduras,1992,24.6,2226.2
Honduras,1993,24.6,2053.4
Honduras,1994,24.6,1604.5
Honduras,1995,24.8,2018.5
Honduras,1996,24.3,1974.9
Honduras,1997,24.8,1914.9
Honduras,1998,25.0,1988.7
Honduras,1999,24.3,1861.5
Honduras,2000,24.4,1866.1
Honduras,2001,24.8,1885.2
Honduras,2002,24.9,1744.8
Honduras,2003,25.0,1775.6
Honduras,2004,24.9,1900.8
Honduras,2005,24.8,1868.5
Honduras,2006,24.9,2325.1
Honduras,2007,24.8,1736.6
Honduras,2008,24.6,2127.0
Honduras,2009,25.0,1778.6
Honduras,2010,24.6,1884.5
Honduras,2011,24.7,1979.3
Honduras,2012,24.9,1851.7
Honduras,2013,24.9,1990.7
Honduras,2014,24.9,1808.9
Honduras,2015,25.3,1797.8
Honduras,2016,25.3,1887.5
Honduras,2017,25.1,2027.8
Honduras,2018,24.7,1773.0
Honduras,2019,25.2,1522.0
Honduras,2020,25.3,1955.6
Honduras,2021,25.1,1871.2
Honduras,2022,24.9,2034.3
Honduras,2023,25.5,1882.5
Honduras,2024,25.6,2082.1
Hong Kong,1901,22.1,1658.1
Hong Kong,1902,22.7,2202.0
Hong Kong,1903,22.0,2678.4
Hong Kong,1904,22.0,1975.8
Hong Kong,1905,22.3,1519.0
Hong Kong,1906,22.4,2106.8
Hong Kong,1907,22.4,2302.3
Hong Kong,1908,22.3,2108.5
Hong Kong,1909,22.6,1889.9
Hong Kong,1910,22.3,1466.6
Hong Kong,1911,22.3,1938.1
Hong Kong,1912,22.3,1759.5
Hong Kong,1913,22.2,2200.3
Hong Kong,1914,22.8,2498.7
Hong Kong,1915,23.0,1880.8
Hong Kong,1916,22.4,1747.2
Hong Kong,1917,21.7,1973.5
Hong Kong,1918,22.1,2755.7
Hong Kong,1919,22.5,2280.0
Hong Kong,1920,22.4,2597.7
Hong Kong,1921,22.4,1971.2
Hong Kong,1922,22.9,2009.2
Hong Kong,1923,23.0,2149.0
Hong Kong,1924,22.9,2122.1
Hong Kong,1925,22.3,1691.9
Hong Kong,1926,22.7,2185.9
Hong Kong,1927,22.5,2453.9
Hong Kong,1928,23.0,1718.8
Hong Kong,1929,23.0,1883.8
Hong Kong,1930,23.0,2034.9
Hong Kong,1931,23.1,2293.0
Hong Kong,1932,22.7,2276.6
Hong Kong,1933,22.9,1558.0
Hong Kong,1934,22.5,2225.2
Hong Kong,1935,23.1,2261.8
Hong Kong,1936,22.5,1915.8
Hong Kong,1937,23.2,2110.6
Hong Kong,1938,23.2,1775.5
Hong Kong,1939,22.6,1965.0
Hong Kong,1940,22.9,2443.4
Hong Kong,1941,23.3,2562.8
Hong Kong,1942,23.1,2151.8
Hong Kong,1943,23.1,2062.2
Hong Kong,1944,22.9,2398.6
Hong Kong,1945,22.3,1909.7
Hong Kong,1946,23.7,2070.0
Hong Kong,1947,22.4,2372.1
Hong Kong,1948,23.0,2227.0
Hong Kong,1949,23.1,2043.1
Hong Kong,1950,22.9,2078.2
Hong Kong,1951,22.7,2247.5
Hong Kong,1952,23.4,2381.0
Hong Kong,1953,23.0,2330.7
Hong Kong,1954,23.1,1649.2
Hong Kong,1955,22.8,2292.7
Hong Kong,1956,22.7,1572.6
Hong Kong,1957,22.7,2540.9
Hong Kong,1958,23.0,1797.8
Hong Kong,1959,23.2,2537.4
Hong Kong,1960,23.2,2225.3
Hong Kong,1961,22.9,2507.9
Hong Kong,1962,22.4,1781.4
Hong Kong,1963,22.9,947.5
Hong Kong,1964,22.8,2124.3
Hong Kong,1965,22.8,2251.6
Hong Kong,1966,23.3,2116.2
Hong Kong,1967,22.4,1613.5
Hong Kong,1968,22.5,2166.2
Hong Kong,1969,22.3,1804.7
Hong Kong,1970,22.3,2081.2
Hong Kong,1971,22.6,1630.2
Hong Kong,1972,22.8,2411.2
Hong Kong,1973,23.1,3015.0
Hong Kong,1974,22.7,2337.6
Hong Kong,1975,22.8,2950.4
Hong Kong,1976,22.4,2154.0
Hong Kong,1977,23.2,1506.8
Hong Kong,1978,22.8,2521.7
Hong Kong,1979,22.9,2385.5
Hong Kong,1980,23.1,1653.8
Hong Kong,1981,22.9,1708.2
Hong Kong,1982,22.8,3040.0
Hong Kong,1983,22.7,2830.2
Hong Kong,1984,22.2,1773.1
Hong Kong,1985,22.5,2267.2
Hong Kong,1986,22.7,2349.3
Hong Kong,1987,23.4,2396.2
Hong Kong,1988,22.6,1698.8
Hong Kong,1989,22.9,1850.6
Hong Kong,1990,23.3,1810.0
Hong Kong,1991,23.1,1787.6
Hong Kong,1992,22.3,2557.9
Hong Kong,1993,22.6,2498.6
Hong Kong,1994,23.1,2247.6
Hong Kong,1995,22.4,2055.4
Hong Kong,1996,22.5,1947.8
Hong Kong,1997,22.8,2843.7
Hong Kong,1998,23.6,2186.3
Hong Kong,1999,23.2,2003.9
Hong Kong,2000,23.1,2364.2
Hong Kong,2001,23.2,2661.7
Hong Kong,2002,23.5,2255.9
Hong Kong,2003,23.5,1844.7
Hong Kong,2004,23.0,1605.0
Hong Kong,2005,22.9,2454.7
Hong Kong,2006,23.3,2475.9
Hong Kong,2007,23.4,1730.8
Hong Kong,2008,22.7,2114.0
Hong Kong,2009,23.2,1795.0
Hong Kong,2010,22.9,2210.0
Hong Kong,2011,22.5,1536.5
Hong Kong,2012,22.9,1739.2
Hong Kong,2013,22.9,2558.0
Hong Kong,2014,23.4,2074.1
Hong Kong,2015,23.8,2069.8
Hong Kong,2016,23.7,2705.6
Hong Kong,2017,23.7,2301.3
Hong Kong,2018,23.6,2196.7
Hong Kong,2019,24.1,2368.3
Hong Kong,2020,24.2,2023.2
Hong Kong,2021,24.3,2056.9
Hong Kong,2022,23.7,2290.0
Hong Kong,2023,24.2,2528.9
Hong Kong,2024,24.4,2346.2
Hungary,1901,9.6,598.5
Hungary,1902,9.0,678.3
Hungary,1903,10.2,666.7
Hungary,1904,10.1,568.5
Hungary,1905,9.9,653.7
Hungary,1906,10.0,732.7
Hungary,1907,9.6,533.7
Hungary,1908,9.3,529.0
Hungary,1909,9.5,636.7
Hungary,1910,10.4,724.3
Hungary,1911,10.5,537.6
Hungary,1912,9.3,728.5
Hungary,1913,9.8,648.0
Hungary,1914,9.5,672.9
Hungary,1915,9.9,837.5
Hungary,1916,10.7,691.7
Hungary,1917,9.7,494.7
Hungary,1918,10.3,666.6
Hungary,1919,9.5,687.3
Hungary,1920,10.4,645.3
Hungary,1921,10.5,497.3
Hungary,1922,9.3,700.4
Hungary,1923,10.6,614.7
Hungary,1924,9.3,596.9
Hungary,1925,10.1,714.8
Hungary,1926,10.7,708.0
Hungary,1927,10.4,627.5
Hungary,1928,10.3,526.5
Hungary,1929,9.3,583.2
Hungary,1930,10.9,710.5
Hungary,1931,9.6,608.9
Hungary,1932,10.0,520.4
Hungary,1933,9.0,675.7
Hungary,1934,11.5,572.8
Hungary,1935,10.1,596.1
Hungary,1936,10.6,713.9
Hungary,1937,10.6,806.6
Hungary,1938,10.4,595.9
Hungary,1939,10.4,676.1
Hungary,1940,8.2,778.6
Hungary,1941,8.9,707.2
Hungary,1942,9.3,535.3
Hungary,1943,10.6,540.3
Hungary,1944,10.1,725.0
Hungary,1945,10.5,551.5
Hungary,1946,10.8,539.4
Hungary,1947,10.5,505.6
Hungary,1948,10.6,608.6
Hungary,1949,10.7,564.4
Hungary,1950,11.0,633.0
Hungary,1951,11.2,651.4
Hungary,1952,10.4,681.9
Hungary,1953,10.4,536.1
Hungary,1954,9.3,633.8
Hungary,1955,9.7,714.4
Hungary,1956,9.0,545.0
Hungary,1957,10.5,593.9
Hungary,1958,10.6,614.9
Hungary,1959,10.4,579.7
Hungary,1960,10.5,686.9
Hungary,1961,10.9,469.5
Hungary,1962,9.5,555.1
Hungary,1963,9.6,619.5
Hungary,1964,9.6,647.6
Hungary,1965,9.3,790.3
Hungary,1966,10.8,739.1
Hungary,1967,10.5,527.7
Hungary,1968,10.4,536.9
Hungary,1969,9.7,627.8
Hungary,1970,9.9,678.4
Hungary,1971,10.2,461.7
Hungary,1972,10.3,618.2
Hungary,1973,10.0,489.4
Hungary,1974,10.6,715.5
Hungary,1975,10.7,613.0
Hungary,1976,9.9,610.5
Hungary,1977,10.5,571.6
Hungary,1978,9.4,564.8
Hungary,1979,10.4,630.7
Hungary,1980,9.1,675.6
Hungary,1981,10.4,582.7
Hungary,1982,10.4,544.3
Hungary,1983,10.9,474.3
Hungary,1984,9.9,602.8
Hungary,1985,9.3,611.9
Hungary,1986,10.1,477.6
Hungary,1987,9.8,627.8
Hungary,1988,10.6,576.0
Hungary,1989,10.9,568.6
Hungary,1990,11.1,529.3
Hungary,1991,9.9,626.1
Hungary,1992,11.2,513.1
Hungary,1993,10.4,531.5
Hungary,1994,11.8,563.1
Hungary,1995,10.6,680.3
Hungary,1996,9.7,639.1
Hungary,1997,10.3,519.4
Hungary,1998,10.8,689.0
Hungary,1999,10.9,728.5
Hungary,2000,11.9,464.3
Hungary,2001,10.8,594.9
Hungary,2002,11.7,601.5
Hungary,2003,10.9,471.7
Hungary,2004,10.6,678.7
Hungary,2005,10.3,703.8
Hungary,2006,10.9,593.0
Hungary,2007,12.0,641.8
Hungary,2008,11.9,622.0
Hungary,2009,11.7,647.2
Hungary,2010,10.7,898.1
Hungary,2011,11.3,443.7
Hungary,2012,11.7,525.0
Hungary,2013,11.5,619.9
Hungary,2014,12.4,728.4
Hungary,2015,12.2,571.0
Hungary,2016,11.6,744.8
Hungary,2017,11.7,624.4
Hungary,2018,12.6,594.4
Hungary,2019,12.7,619.3
Hungary,2020,12.1,646.1
Hungary,2021,11.4,556.4
Hungary,2022,12.4,505.2
Hungary,2023,12.8,761.5
Hungary,2024,13.3,545.8
Iceland,1901,1.6,951.4
Iceland,1902,0.6,845.9
Iceland,1903,0.6,911.2
Iceland,1904,1.3,999.2
Iceland,1905,1.3,902.1
Iceland,1906,0.7,931.8
Iceland,1907,0.5,787.9
Iceland,1908,1.8,936.2
Iceland,1909,1.3,788.6
Iceland,1910,0.9,797.4
Iceland,1911,1.5,812.8
Iceland,1912,1.4,745.4
Iceland,1913,1.6,867.5
Iceland,1914,0.8,830.5
Iceland,1915,1.3,715.4
Iceland,1916,1.3,682.7
Iceland,1917,0.5,717.7
Iceland,1918,0.9,983.9
Iceland,1919,0.4,874.7
Iceland,1920,1.2,973.6
Iceland,1921,0.9,1243.4
Iceland,1922,1.4,1073.3
Iceland,1923,1.3,972.1
Iceland,1924,1.3,977.7
Iceland,1925,1.4,965.0
Iceland,1926,2.0,1078.5
Iceland,1927,1.9,873.4
Iceland,1928,2.4,824.1
Iceland,1929,2.4,968.8
Iceland,1930,1.7,1108.3
Iceland,1931,1.6,910.3
Iceland,1932,2.3,950.7
Iceland,1933,2.8,1117.3
Iceland,1934,2.2,1103.0
Iceland,1935,1.9,973.7
Iceland,1936,1.8,977.6
Iceland,1937,2.0,1075.1
Iceland,1938,2.1,1021.3
Iceland,1939,2.7,880.9
Iceland,1940,1.9,1036.3
Iceland,1941,2.7,826.2
Iceland,1942,2.2,1017.9
Iceland,1943,1.4,1087.7
Iceland,1944,1.5,935.8
Iceland,1945,2.7,1040.0
Iceland,1946,2.8,1016.2
Iceland,1947,2.0,987.3
Iceland,1948,2.0,943.2
Iceland,1949,1.1,951.3
Iceland,1950,1.7,1037.4
Iceland,1951,1.3,942.4
Iceland,1952,1.5,912.2
Iceland,1953,2.5,1315.5
Iceland,1954,1.9,1004.8
Iceland,1955,1.5,911.9
Iceland,1956,2.3,1083.5
Iceland,1957,2.0,971.8
Iceland,1958,1.8,928.8
Iceland,1959,2.3,1229.3
Iceland,1960,2.7,905.1
Iceland,1961,2.1,1180.0
Iceland,1962,1.6,996.9
Iceland,1963,1.6,949.6
Iceland,1964,2.5,1027.2
Iceland,1965,1.3,797.2
Iceland,1966,0.8,921.0
Iceland,1967,0.9,1020.1
Iceland,1968,0.9,975.3
Iceland,1969,0.6,1083.0
Iceland,1970,1.0,1075.1
Iceland,1971,1.3,1116.0
Iceland,1972,2.5,1307.5
Iceland,1973,1.0,1149.1
Iceland,1974,2.3,1230.8
Iceland,1975,1.3,1101.0
Iceland,1976,2.1,1132.7
Iceland,1977,1.5,931.3
Iceland,1978,1.7,1004.1
Iceland,1979,-0.1,952.2
Iceland,1980,1.6,903.5
Iceland,1981,0.5,1001.9
Iceland,1982,1.3,1089.5
Iceland,1983,0.7,1200.2
Iceland,1984,2.0,1138.5
Iceland,1985,1.4,907.8
Iceland,1986,1.4,1066.7
Iceland,1987,2.6,964.5
Iceland,1988,1.1,1055.5
Iceland,1989,1.3,1235.9
Iceland,1990,1.6,1137.1
Iceland,1991,2.4,1239.3
Iceland,1992,1.7,1307.6
Iceland,1993,1.6,1111.7
Iceland,1994,1.5,1113.8
Iceland,1995,1.0,1017.9
Iceland,1996,2.1,1024.5
Iceland,1997,2.1,1160.4
Iceland,1998,1.5,1061.8
Iceland,1999,1.7,1114.6
Iceland,2000,2.0,1014.3
Iceland,2001,2.3,1068.6
Iceland,2002,2.5,1243.0
Iceland,2003,3.2,1221.0
Iceland,2004,2.8,1239.3
Iceland,2005,2.0,1073.6
Iceland,2006,2.6,1237.8
Iceland,2007,2.5,1274.1
Iceland,2008,2.3,1061.3
Iceland,2009,2.5,1212.6
Iceland,2010,2.7,933.8
Iceland,2011,2.4,1299.7
Iceland,2012,2.5,1102.6
Iceland,2013,2.1,1170.8
Iceland,2014,3.2,1246.1
Iceland,2015,1.9,1206.2
Iceland,2016,3.1,1254.5
Iceland,2017,2.8,1199.5
Iceland,2018,2.5,1379.6
Iceland,2019,2.7,1095.1
Iceland,2020,2.3,1180.6
Iceland,2021,2.7,1147.6
Iceland,2022,2.5,1246.7
Iceland,2023,2.2,1084.7
Iceland,2024,1.7,1098.3
India,1901,23.6,1004.7
India,1902,23.9,1069.1
India,1903,23.3,1187.3
India,1904,23.4,975.3
India,1905,23.2,959.4
India,1906,23.4,1115.2
India,1907,23.3,1024.4
India,1908,23.3,1127.2
India,1909,23.3,1145.6
India,1910,23.1,1219.4
India,1911,23.5,1022.1
India,1912,23.6,1077.4
India,1913,23.3,1108.0
India,1914,23.4,1181.1
India,1915,23.9,1175.4
India,1916,23.5,1275.3
India,1917,22.8,1340.3
India,1918,23.4,857.4
India,1919,23.4,1188.3
India,1920,23.6,922.6
India,1921,23.9,1124.8
India,1922,23.6,1141.5
India,1923,23.6,1066.0
India,1924,23.7,1156.4
India,1925,23.3,1121.4
India,1926,23.4,1146.3
India,1927,23.3,1127.8
India,1928,23.7,1082.7
India,1929,23.5,1083.3
India,1930,23.4,1071.5
India,1931,23.8,1204.2
India,1932,23.6,1131.3
India,1933,23.1,1316.9
India,1934,23.3,1151.8
India,1935,23.4,1071.6
India,1936,23.4,1209.2
India,1937,23.3,1123.1
India,1938,23.5,1160.6
India,1939,23.5,1046.1
India,1940,23.5,1166.9
India,1941,24.2,1018.1
India,1942,23.8,1191.6
India,1943,23.5,1143.6
India,1944,23.5,1214.5
India,1945,23.2,1169.9
India,1946,23.7,1228.3
India,1947,23.8,1205.6
India,1948,23.7,1178.9
India,1949,23.6,1189.4
India,1950,23.2,1099.3
India,1951,23.7,1044.5
India,1952,23.9,996.9
India,1953,24.1,1156.4
India,1954,23.7,1185.0
India,1955,23.4,1262.2
India,1956,23.4,1330.1
India,1957,23.4,1040.3
India,1958,24.1,1180.2
India,1959,23.7,1295.1
India,1960,23.7,1050.3
India,1961,23.3,1297.0
India,1962,23.4,1178.0
India,1963,23.6,1154.7
India,1964,23.5,1189.0
India,1965,23.6,966.4
India,1966,23.9,1029.2
India,1967,23.5,1113.9
India,1968,23.4,1019.6
India,1969,24.0,1092.5
India,1970,23.6,1253.1
India,1971,23.1,1152.6
India,1972,23.7,880.0
India,1973,23.8,1213.4
India,1974,23.6,1032.5
India,1975,23.3,1279.6
India,1976,23.6,1101.3
India,1977,23.7,1220.7
India,1978,23.6,1208.5
India,1979,24.0,1060.9
India,1980,24.0,1093.9
India,1981,23.7,1178.5
India,1982,23.7,1000.9
India,1983,23.4,1241.9
India,1984,23.6,1058.5
India,1985,23.9,1072.9
India,1986,23.7,1037.8
India,1987,24.2,987.4
India,1988,24.2,1264.0
India,1989,23.6,1040.3
India,1990,23.7,1238.3
India,1991,23.8,1043.0
India,1992,23.7,979.5
India,1993,23.9,1078.2
India,1994,23.8,1161.4
India,1995,23.9,1152.6
India,1996,24.0,1115.0
India,1997,23.4,1136.5
India,1998,24.2,1204.8
India,1999,24.1,1065.2
India,2000,24.0,1054.9
India,2001,24.1,1030.4
India,2002,24.4,920.2
India,2003,24.1,1062.1
India,2004,24.2,1044.1
India,2005,24.0,1130.0
India,2006,24.3,1206.7
India,2007,24.3,1155.0
India,2008,24.0,1168.6
India,2009,24.8,1014.3
India,2010,24.7,1273.7
India,2011,24.1,1152.7
India,2012,24.1,1060.0
India,2013,23.9,1253.5
India,2014,24.1,1073.6
India,2015,24.2,1125.4
India,2016,24.6,1113.3
India,2017,24.4,1162.4
India,2018,24.3,1023.1
India,2019,24.2,1326.8
India,2020,24.1,1254.0
India,2021,24.3,1220.4
India,2022,24.4,1298.7
India,2023,24.3,1163.0
India,2024,24.7,1256.6
Indonesia,1901,25.7,2593.5
Indonesia,1902,25.7,2413.5
Indonesia,1903,25.7,2663.2
Indonesia,1904,25.6,2666.9
Indonesia,1905,25.7,2555.3
Indonesia,1906,25.7,2723.8
Indonesia,1907,25.6,2601.1
Indonesia,1908,25.7,2684.6
Indonesia,1909,25.7,2827.0
Indonesia,1910,25.7,2885.3
Indonesia,1911,25.8,2411.8
Indonesia,1912,25.8,2601.8
Indonesia,1913,25.8,2591.1
Indonesia,1914,25.9,2315.5
Indonesia,1915,25.8,2622.4
Indonesia,1916,25.7,2826.3
Indonesia,1917,25.7,2872.4
Indonesia,1918,25.6,2420.7
Indonesia,1919,25.8,2455.8
Indonesia,1920,25.8,2591.8
Indonesia,1921,25.7,2702.9
Indonesia,1922,25.7,2568.0
Indonesia,1923,25.7,2462.1
Indonesia,1924,25.8,2757.2
Indonesia,1925,25.7,2519.7
Indonesia,1926,25.8,2542.0
Indonesia,1927,25.8,2609.4
Indonesia,1928,25.8,2590.9
Indonesia,1929,25.7,2473.8
Indonesia,1930,25.8,2456.8
Indonesia,1931,25.9,2747.0
Indonesia,1932,25.7,2752.3
Indonesia,1933,25.7,2784.6
Indonesia,1934,25.7,2732.8
Indonesia,1935,25.8,2585.5
Indonesia,1936,25.8,2722.2
Indonesia,1937,25.8,2714.4
Indonesia,1938,25.8,2707.6
Indonesia,1939,25.7,2616.5
Indonesia,1940,25.8,2425.5
Indonesia,1941,26.0,2544.5
Indonesia,1942,25.8,2666.5
Indonesia,1943,25.6,2670.3
Indonesia,1944,25.7,2533.1
Indonesia,1945,25.7,2626.1
Indonesia,1946,25.8,2531.1
Indonesia,1947,25.8,2690.5
Indonesia,1948,25.8,2624.5
Indonesia,1949,25.7,2665.9
Indonesia,1950,25.7,2734.8
Indonesia,1951,25.7,2497.0
Indonesia,1952,25.7,2799.0
Indonesia,1953,25.7,2608.1
Indonesia,1954,25.6,2954.8
Indonesia,1955,25.6,2977.7
Indonesia,1956,25.5,2835.3
Indonesia,1957,25.8,2523.3
Indonesia,1958,25.9,2666.8
Indonesia,1959,25.7,2671.1
Indonesia,1960,25.7,2670.2
Indonesia,1961,25.6,2397.8
Indonesia,1962,25.6,2799.7
Indonesia,1963,25.7,2330.4
Indonesia,1964,25.7,2823.4
Indonesia,1965,25.6,2273.8
Indonesia,1966,25.8,2620.5
Indonesia,1967,25.6,2377.6
Indonesia,1968,25.7,2749.4
Indonesia,1969,25.9,2532.6
Indonesia,1970,25.8,2840.0
Indonesia,1971,25.6,2795.5
Indonesia,1972,25.8,2124.7
Indonesia,1973,26.0,2991.8
Indonesia,1974,25.6,2652.3
Indonesia,1975,25.7,2962.6
Indonesia,1976,25.5,2409.3
Indonesia,1977,25.6,2583.3
Indonesia,1978,25.7,2862.7
Indonesia,1979,25.8,2501.2
Indonesia,1980,25.8,2575.2
Indonesia,1981,25.9,2754.8
Indonesia,1982,25.8,2173.4
Indonesia,1983,26.0,2618.3
Indonesia,1984,25.6,2921.0
Indonesia,1985,25.8,2686.5
Indonesia,1986,25.9,2684.1
Indonesia,1987,26.1,2400.0
Indonesia,1988,26.0,2819.6
Indonesia,1989,25.9,2751.3
Indonesia,1990,26.1,2502.7
Indonesia,1991,26.0,2345.9
Indonesia,1992,26.0,2533.1
Indonesia,1993,26.0,2449.4
Indonesia,1994,26.0,2413.2
Indonesia,1995,26.0,2814.6
Indonesia,1996,26.0,2732.5
Indonesia,1997,26.1,2174.1
Indonesia,1998,26.3,2786.1
Indonesia,1999,26.0,2824.5
Indonesia,2000,26.0,2838.7
Indonesia,2001,26.1,2748.2
Indonesia,2002,26.2,2468.5
Indonesia,2003,26.1,2760.1
Indonesia,2004,26.1,2501.8
Indonesia,2005,26.1,2620.9
Indonesia,2006,26.0,2547.6
Indonesia,2007,26.0,2727.6
Indonesia,2008,25.9,2860.1
Indonesia,2009,26.2,2628.3
Indonesia,2010,26.3,3149.0
Indonesia,2011,26.1,2795.0
Indonesia,2012,26.2,2731.5
Indonesia,2013,26.2,2792.0
Indonesia,2014,26.2,2490.2
Indonesia,2015,26.3,2370.4
Indonesia,2016,26.4,2827.1
Indonesia,2017,26.2,2902.9
Indonesia,2018,26.2,2680.6
Indonesia,2019,26.4,2390.8
Indonesia,2020,26.4,2841.8
Indonesia,2021,26.2,2952.3
Indonesia,2022,26.1,3015.6
Indonesia,2023,26.3,2566.4
Indonesia,2024,26.5,2861.3
Iran,1901,17.8,216.2
Iran,1902,17.6,245.6
Iran,1903,16.8,215.7
Iran,1904,17.0,241.5
Iran,1905,17.0,215.9
Iran,1906,17.1,268.4
Iran,1907,16.7,241.3
Iran,1908,17.0,232.3
Iran,1909,17.5,233.4
Iran,1910,17.0,222.5
Iran,1911,16.2,249.1
Iran,1912,17.2,204.0
Iran,1913,17.0,226.0
Iran,1914,17.6,251.7
Iran,1915,18.0,231.4
Iran,1916,17.1,233.3
Iran,1917,17.6,168.7
Iran,1918,17.0,228.3
Iran,1919,17.4,216.2
Iran,1920,16.7,288.5
Iran,1921,17.1,234.2
Iran,1922,17.7,214.2
Iran,1923,17.1,259.2
Iran,1924,17.3,271.7
Iran,1925,17.5,182.3
Iran,1926,17.3,245.6
Iran,1927,17.4,205.5
Iran,1928,16.8,221.4
Iran,1929,16.7,222.9
Iran,1930,16.8,239.6
Iran,1931,16.6,256.1
Iran,1932,16.7,220.4
Iran,1933,16.8,204.0
Iran,1934,16.6,244.2
Iran,1935,17.2,239.7
Iran,1936,17.2,214.3
Iran,1937,17.0,202.1
Iran,1938,17.4,236.9
Iran,1939,17.5,250.0
Iran,1940,18.0,223.8
Iran,1941,18.1,245.0
Iran,1942,17.5,231.5
Iran,1943,16.9,271.0
Iran,1944,17.7,185.6
Iran,1945,16.9,240.1
Iran,1946,17.3,244.5
Iran,1947,17.9,214.8
Iran,1948,17.4,221.1
Iran,1949,16.6,227.8
Iran,1950,16.5,195.3
Iran,1951,17.5,255.8
Iran,1952,17.4,231.7
Iran,1953,17.6,256.6
Iran,1954,17.4,268.2
Iran,1955,17.9,227.5
Iran,1956,17.1,243.0
Iran,1957,16.7,345.7
Iran,1958,17.8,185.9
Iran,1959,17.1,223.1
Iran,1960,17.5,189.8
Iran,1961,17.5,225.3
Iran,1962,17.5,203.9
Iran,1963,18.0,249.7
Iran,1964,16.6,204.3
Iran,1965,17.5,213.4
Iran,1966,18.1,185.2
Iran,1967,17.1,211.2
Iran,1968,17.3,272.4
Iran,1969,17.1,296.8
Iran,1970,18.1,185.6
Iran,1971,17.7,196.5
Iran,1972,16.1,322.3
